gid,share_bin
124266,2
124267,2
124271,0
124272,0
124273,0
124274,0
124275,0
124276,0
124277,0
124278,0
124279,0
124280,0
124942,0
124943,0
124944,0
124945,0
124946,0
124947,0
124948,0
124949,0
124950,0
124951,0
124952,0
124953,0
124954,0
124955,0
124956,0
124957,0
124958,0
124959,0
124960,0
124961,0
124962,0
124963,0
124964,0
124965,0
124966,0
124967,0
124968,0
124969,0
124970,0
124971,0
124972,0
124973,0
124974,0
124975,0
124976,0
124977,0
124978,0
124979,0
124980,0
124981,0
124982,2
124983,2
124984,2
124985,2
124986,2
124987,2
124988,2
124991,0
124992,0
124993,0
124994,0
124995,0
124996,0
124997,0
124998,0
124999,0
125000,0
125001,0
125661,0
125662,0
125663,0
125664,0
125665,0
125666,0
125667,0
125668,0
125669,0
125670,0
125671,0
125672,0
125673,0
125674,0
125675,0
125676,0
125677,0
125678,0
125679,0
125680,0
125681,0
125682,0
125683,0
125684,0
125685,0
125686,0
125687,0
125688,0
125689,0
125690,0
125691,0
125692,0
125693,0
125694,0
125695,0
125696,0
125697,0
125698,0
125699,0
125700,0
125701,0
125702,2
125703,2
125704,2
125705,2
125706,2
125707,2
125708,2
125711,2
125712,0
125713,0
125714,0
125715,0
125716,0
125717,0
125718,0
125719,0
125720,0
125721,0
126380,0
126381,0
126382,0
126383,0
126384,0
126385,0
126386,0
126387,0
126388,0
126389,0
126390,0
126391,0
126392,0
126393,0
126394,0
126395,0
126396,0
126397,0
126398,0
126399,0
126400,0
126401,0
126402,0
126403,0
126404,0
126405,0
126406,0
126407,0
126408,0
126409,0
126410,0
126411,0
126412,0
126413,0
126414,0
126415,0
126416,0
126417,0
126418,0
126419,0
126420,0
126421,0
126422,2
126423,2
126424,2
126425,2
126427,2
126428,2
126429,2
126430,2
126431,2
126432,2
126433,0
126434,0
126435,0
126436,0
126437,0
126438,0
126439,0
126440,0
126441,0
126442,0
127099,0
127100,0
127101,0
127102,0
127103,0
127104,0
127105,0
127106,0
127107,0
127108,0
127109,0
127110,0
127111,0
127112,0
127113,0
127114,0
127115,0
127116,0
127117,0
127118,0
127119,0
127120,0
127121,0
127122,0
127123,0
127124,0
127125,0
127126,0
127127,0
127128,0
127129,0
127130,0
127131,0
127132,0
127133,0
127134,0
127135,0
127136,0
127137,0
127138,0
127139,0
127140,0
127142,0
127143,2
127144,2
127148,2
127149,2
127150,2
127151,2
127152,2
127153,0
127154,0
127155,0
127156,0
127157,0
127158,0
127159,0
127160,0
127161,0
127162,0
127163,0
127819,0
127820,0
127821,0
127822,0
127823,0
127824,0
127825,0
127826,0
127827,0
127828,0
127829,0
127830,0
127831,0
127832,0
127833,0
127834,0
127835,0
127836,0
127837,0
127838,0
127839,0
127840,0
127841,0
127842,0
127843,0
127844,0
127845,0
127846,0
127847,0
127848,0
127849,0
127850,0
127851,0
127852,0
127853,0
127854,0
127855,0
127856,0
127857,0
127858,0
127859,0
127860,0
127861,0
127862,0
127863,0
127864,0
127868,2
127869,2
127870,2
127871,2
127872,2
127873,0
127874,0
127875,0
127876,0
127877,0
127878,0
127879,0
127880,0
127881,0
127882,0
127883,0
127884,0
128538,0
128539,0
128540,0
128541,0
128542,0
128543,0
128544,0
128545,0
128546,0
128547,0
128548,0
128549,0
128550,0
128551,0
128552,0
128553,0
128554,0
128555,0
128556,0
128557,0
128558,0
128559,0
128560,0
128561,0
128562,0
128563,0
128564,0
128565,0
128566,0
128567,0
128568,0
128569,0
128570,0
128571,0
128572,0
128573,0
128574,0
128575,0
128576,0
128577,0
128578,0
128579,0
128580,0
128581,0
128582,0
128583,0
128584,0
128589,2
128590,2
128591,2
128592,2
128593,0
128594,0
128595,0
128596,0
128597,0
128598,0
128599,0
128600,0
128601,0
128602,0
128603,0
128604,0
128605,0
129259,0
129260,0
129261,0
129262,0
129263,0
129264,0
129265,0
129266,0
129267,0
129268,0
129269,0
129270,0
129271,0
129272,0
129273,0
129274,0
129275,0
129276,0
129277,0
129278,0
129279,0
129280,0
129281,0
129282,0
129283,0
129284,0
129285,0
129286,0
129287,0
129288,0
129289,0
129290,0
129291,0
129292,0
129293,0
129294,0
129295,0
129296,0
129297,0
129298,0
129299,0
129300,0
129301,0
129302,0
129303,0
129304,0
129309,2
129310,2
129311,2
129312,2
129313,0
129314,0
129315,0
129316,0
129317,0
129318,0
129319,0
129320,0
129321,0
129322,0
129323,0
129324,0
129325,0
129326,0
129974,0
129979,0
129980,0
129981,0
129982,0
129983,0
129984,0
129985,0
129986,0
129987,0
129988,0
129989,0
129990,0
129991,0
129992,0
129993,0
129994,0
129995,0
129996,0
129997,0
129998,0
129999,0
130000,0
130001,0
130002,0
130003,0
130004,0
130005,0
130006,0
130007,0
130008,0
130009,0
130010,0
130011,0
130012,0
130013,0
130014,0
130015,0
130016,0
130017,0
130018,0
130019,0
130020,0
130021,0
130022,0
130023,0
130024,0
130025,0
130026,0
130027,0
130028,0
130029,0
130030,0
130031,0
130032,0
130033,0
130034,0
130035,0
130036,0
130037,0
130038,0
130039,0
130040,0
130041,0
130042,0
130043,0
130044,0
130045,0
130046,0
130047,0
130700,0
130701,0
130702,0
130703,0
130704,0
130705,0
130706,0
130707,0
130708,0
130709,0
130710,0
130711,0
130712,0
130713,0
130714,0
130715,0
130716,0
130717,0
130718,0
130719,0
130720,0
130721,0
130722,0
130723,0
130724,0
130725,0
130726,0
130727,0
130728,0
130729,0
130730,0
130731,0
130732,0
130733,0
130734,0
130735,0
130736,0
130737,0
130738,0
130739,0
130740,0
130741,0
130742,0
130743,0
130744,0
130745,0
130746,0
130747,0
130748,0
130749,0
130750,0
130751,0
130752,0
130753,0
130754,0
130755,0
130756,0
130757,0
130758,0
130759,0
130760,0
130761,0
130762,0
130763,0
130764,0
130765,0
130766,0
130767,0
130768,0
131419,0
131420,0
131421,0
131422,0
131423,0
131424,0
131425,0
131426,0
131427,0
131428,0
131429,0
131430,0
131431,0
131432,0
131433,0
131434,0
131435,0
131436,0
131437,0
131438,0
131439,0
131440,0
131441,0
131442,0
131443,0
131444,0
131445,0
131446,0
131447,0
131448,0
131449,0
131450,0
131451,0
131452,0
131453,0
131454,0
131455,0
131456,0
131457,0
131458,0
131459,0
131460,0
131461,0
131462,0
131463,0
131464,0
131465,0
131466,0
131467,0
131468,0
131469,0
131470,0
131471,0
131472,0
131473,0
131474,0
131475,0
131476,0
131477,0
131478,0
131479,0
131480,0
131481,0
131482,0
131483,0
131484,0
131485,0
131486,0
131487,0
131488,0
131489,0
132140,0
132141,0
132142,0
132143,0
132144,0
132145,0
132146,0
132147,0
132148,0
132149,0
132150,0
132151,0
132152,0
132153,0
132154,0
132155,0
132156,0
132157,0
132158,0
132159,0
132160,0
132161,0
132162,0
132163,0
132164,0
132165,0
132166,0
132167,0
132168,0
132169,0
132170,0
132171,0
132172,0
132173,0
132174,0
132175,0
132176,0
132177,0
132178,0
132179,0
132180,0
132181,0
132182,0
132183,0
132184,0
132185,0
132186,0
132187,0
132188,0
132189,0
132190,0
132191,0
132192,0
132193,0
132194,0
132195,0
132196,0
132197,0
132198,0
132199,0
132200,0
132201,0
132202,0
132203,0
132204,0
132205,0
132206,0
132207,0
132208,0
132209,0
132210,0
132860,0
132861,0
132862,0
132863,0
132864,0
132865,0
132866,0
132867,0
132868,0
132869,0
132870,0
132871,0
132872,0
132873,0
132874,0
132875,0
132876,0
132877,0
132878,0
132879,0
132880,0
132881,0
132882,0
132883,0
132884,0
132885,0
132886,0
132887,0
132888,0
132889,0
132890,0
132891,0
132892,0
132893,0
132894,0
132895,0
132896,3
132897,3
132898,3
132899,3
132900,3
132901,0
132902,0
132903,0
132904,0
132905,0
132906,0
132907,0
132908,0
132909,0
132910,0
132911,0
132912,0
132913,0
132914,0
132915,0
132916,0
132917,0
132918,0
132919,0
132920,0
132921,0
132922,0
132923,0
132924,0
132925,0
132926,0
132927,0
132928,0
132929,0
132930,0
132931,0
132932,0
133580,0
133581,0
133582,0
133583,0
133584,0
133585,0
133586,0
133587,0
133588,0
133589,0
133590,0
133591,0
133592,0
133593,0
133594,0
133595,0
133596,0
133597,0
133598,0
133599,0
133600,0
133601,0
133602,0
133603,0
133604,0
133605,0
133606,0
133607,0
133608,0
133609,0
133610,0
133611,0
133612,0
133613,0
133614,0
133615,0
133616,3
133617,3
133618,3
133619,3
133620,3
133621,0
133622,0
133623,0
133624,0
133625,0
133626,0
133627,0
133628,0
133629,0
133630,0
133631,0
133632,0
133633,0
133634,0
133635,0
133636,0
133637,0
133638,0
133639,0
133640,0
133641,0
133642,0
133643,0
133644,0
133645,0
133646,0
133647,0
133648,0
133649,0
133650,0
133651,0
133652,0
133653,0
134298,0
134300,0
134301,0
134302,0
134303,0
134304,0
134305,0
134306,0
134307,0
134308,0
134309,0
134310,0
134311,0
134312,0
134313,0
134314,0
134315,0
134316,0
134317,0
134318,0
134319,0
134320,0
134321,0
134322,0
134323,0
134324,0
134325,0
134326,0
134327,0
134328,0
134329,0
134330,0
134331,0
134332,0
134333,0
134334,0
134335,0
134336,3
134337,3
134338,2
134339,3
134340,3
134341,0
134342,0
134343,0
134344,0
134345,0
134346,0
134347,0
134348,0
134349,0
134350,0
134351,0
134352,0
134353,0
134354,0
134355,0
134356,0
134357,0
134358,0
134359,0
134360,0
134361,0
134362,0
134363,0
134364,0
134365,0
134366,0
134367,0
134368,0
134369,0
134370,0
134371,0
134372,0
134373,0
134374,0
135018,0
135020,0
135021,0
135022,0
135023,0
135024,0
135025,0
135026,0
135027,0
135028,0
135029,0
135030,0
135031,0
135032,0
135033,0
135034,0
135035,0
135036,0
135037,0
135038,0
135039,0
135040,0
135041,0
135042,0
135043,0
135044,0
135045,0
135046,0
135047,0
135048,0
135049,0
135050,0
135051,0
135052,0
135053,0
135054,0
135055,0
135056,3
135057,3
135058,3
135059,3
135060,3
135061,0
135062,0
135063,0
135064,0
135065,0
135066,0
135067,0
135068,0
135069,0
135070,0
135071,0
135072,0
135073,0
135074,0
135075,0
135076,0
135077,0
135078,0
135079,0
135080,0
135081,0
135082,0
135083,0
135084,0
135085,0
135086,0
135087,0
135088,0
135089,0
135090,0
135091,0
135092,0
135093,0
135094,0
135095,0
135705,0
135733,0
135734,0
135739,0
135740,0
135741,0
135742,0
135743,0
135744,0
135745,0
135746,0
135747,0
135748,0
135749,0
135750,0
135751,0
135752,0
135753,0
135754,0
135755,0
135756,0
135757,0
135758,0
135759,0
135760,0
135761,0
135762,0
135763,0
135764,0
135765,0
135766,0
135767,0
135768,0
135769,0
135770,0
135771,0
135772,0
135773,0
135774,0
135775,0
135776,3
135777,3
135778,3
135779,3
135780,3
135781,0
135782,0
135783,0
135784,0
135785,0
135786,0
135787,0
135788,0
135789,0
135790,0
135791,0
135792,0
135793,0
135794,0
135795,0
135796,0
135802,0
135803,0
135804,0
135805,0
135806,0
135807,0
135808,0
135809,0
135810,0
135811,0
135812,0
135813,0
135814,0
135815,0
135816,0
136423,0
136424,0
136425,0
136426,0
136427,0
136428,0
136436,2
136437,2
136452,0
136453,0
136454,0
136455,0
136456,0
136457,0
136458,0
136459,0
136460,0
136461,0
136462,0
136463,0
136464,0
136465,0
136466,0
136467,0
136468,0
136469,0
136470,0
136471,0
136472,0
136473,0
136474,0
136475,0
136476,0
136477,0
136478,0
136479,0
136480,0
136481,0
136482,0
136483,0
136484,0
136485,0
136486,0
136487,0
136488,0
136489,0
136490,0
136491,0
136492,0
136493,0
136494,0
136495,0
136496,0
136497,0
136498,0
136499,0
136500,0
136501,0
136502,0
136503,0
136504,0
136505,0
136506,0
136507,0
136508,0
136509,0
136510,0
136511,0
136512,0
136513,0
136514,0
136515,0
136516,2
136517,0
136518,0
136519,0
136520,0
136522,0
136523,0
136524,0
136525,0
136526,0
136527,0
136528,0
136529,0
136530,0
136531,0
136532,0
136533,0
136534,0
136535,0
136536,0
136537,0
137142,0
137143,0
137144,0
137145,0
137146,0
137147,0
137148,0
137149,0
137150,0
137151,0
137152,2
137153,2
137154,2
137155,2
137157,2
137158,2
137159,2
137171,0
137172,0
137173,0
137174,0
137175,0
137176,0
137177,0
137178,0
137179,0
137180,0
137181,0
137182,0
137183,0
137184,0
137185,0
137186,0
137187,0
137188,0
137189,0
137190,0
137191,0
137192,0
137193,0
137194,0
137195,0
137196,0
137197,0
137198,0
137199,0
137200,0
137201,0
137202,0
137203,0
137204,0
137205,0
137206,0
137207,0
137208,0
137209,0
137210,0
137211,0
137212,0
137213,0
137214,0
137215,0
137216,0
137217,0
137218,0
137219,0
137220,0
137221,0
137222,0
137223,0
137224,0
137225,0
137226,0
137227,0
137228,0
137229,0
137230,0
137231,0
137232,0
137233,0
137234,0
137235,0
137236,2
137237,0
137238,0
137240,0
137242,0
137243,0
137244,0
137245,0
137246,0
137247,0
137248,0
137249,0
137250,0
137251,0
137252,0
137253,0
137254,0
137255,0
137256,0
137257,0
137861,0
137862,2
137863,2
137864,2
137865,2
137866,2
137867,0
137868,2
137869,2
137870,2
137871,2
137872,2
137873,2
137874,2
137875,2
137876,2
137877,2
137878,2
137879,2
137881,0
137882,4
137891,0
137892,0
137893,0
137894,0
137895,0
137896,0
137897,0
137898,0
137899,0
137900,0
137901,0
137902,0
137903,0
137904,0
137905,0
137906,0
137907,0
137908,0
137909,0
137910,0
137911,0
137912,0
137913,0
137914,0
137915,0
137916,0
137917,0
137918,0
137919,0
137920,0
137921,0
137922,0
137923,0
137924,0
137925,0
137926,0
137927,0
137928,0
137929,0
137930,0
137931,0
137932,0
137933,0
137934,0
137935,0
137936,0
137937,0
137938,0
137939,0
137940,0
137941,0
137942,0
137943,0
137944,0
137945,0
137946,0
137947,0
137948,0
137949,0
137950,0
137951,0
137952,0
137953,0
137954,0
137955,0
137956,2
137957,0
137959,0
137960,0
137962,0
137963,0
137964,0
137965,0
137966,0
137967,0
137968,0
137969,0
137970,0
137971,0
137972,0
137973,0
137974,0
137975,0
137976,0
137977,0
137978,0
138579,0
138580,0
138581,0
138582,2
138583,2
138584,2
138585,2
138586,2
138587,2
138588,2
138589,2
138590,2
138591,2
138592,2
138593,2
138594,2
138595,2
138596,2
138597,2
138598,2
138601,0
138602,4
138603,4
138604,4
138605,4
138606,0
138608,0
138609,0
138610,0
138611,0
138612,0
138613,0
138614,0
138615,0
138616,0
138617,0
138618,0
138619,0
138620,0
138621,0
138622,0
138623,0
138624,0
138625,0
138626,0
138627,0
138628,0
138629,0
138630,0
138631,0
138632,0
138633,0
138634,0
138635,0
138636,0
138637,0
138638,0
138639,0
138640,0
138641,0
138642,0
138643,0
138644,0
138645,0
138646,0
138647,0
138648,0
138649,0
138650,0
138651,0
138652,0
138653,0
138654,0
138655,0
138656,0
138657,0
138658,0
138659,0
138660,0
138661,0
138662,0
138663,0
138664,0
138665,0
138666,0
138667,0
138668,0
138669,0
138670,0
138671,0
138672,0
138673,0
138674,0
138675,0
138676,2
138677,0
138678,0
138679,0
138680,0
138682,0
138683,0
138684,0
138685,0
138686,0
138687,0
138688,0
138689,0
138690,0
138691,0
138692,0
138693,0
138694,0
138695,0
138696,0
138697,0
138698,0
139298,1
139299,4
139300,4
139301,4
139302,2
139303,2
139304,3
139305,2
139306,2
139307,2
139308,2
139309,2
139310,2
139311,2
139312,2
139313,0
139314,2
139315,2
139316,2
139317,2
139318,2
139319,2
139321,0
139322,4
139323,4
139324,4
139325,4
139326,0
139327,0
139328,0
139329,0
139330,0
139331,4
139332,4
139333,4
139334,4
139335,4
139336,0
139337,0
139338,0
139339,0
139340,0
139341,0
139342,0
139343,0
139344,0
139345,0
139346,0
139347,0
139348,0
139349,0
139350,0
139351,0
139352,0
139353,0
139354,0
139355,0
139356,0
139357,0
139358,0
139359,0
139360,0
139361,0
139362,0
139363,0
139364,0
139365,0
139366,0
139367,0
139368,0
139369,0
139370,0
139371,0
139372,0
139373,0
139374,0
139375,0
139376,0
139377,0
139378,0
139379,0
139380,0
139381,0
139382,0
139383,0
139384,0
139385,0
139386,0
139387,0
139388,0
139389,0
139390,0
139391,0
139392,0
139393,0
139394,0
139395,0
139396,2
139397,2
139398,2
139399,2
139400,2
139401,0
139402,0
139403,0
139404,0
139405,0
139406,0
139407,0
139408,0
139409,0
139410,0
139411,0
139412,0
139413,0
139414,0
139415,0
139416,0
139417,0
139418,0
139419,0
140016,1
140017,1
140018,1
140019,4
140020,4
140021,4
140022,2
140023,2
140024,2
140025,2
140026,2
140027,2
140028,2
140029,2
140030,2
140031,2
140032,2
140033,0
140034,2
140035,2
140036,2
140037,2
140038,2
140039,2
140041,0
140042,4
140043,4
140044,4
140045,4
140046,0
140047,0
140048,0
140049,0
140050,0
140051,4
140052,4
140053,4
140054,4
140055,4
140056,0
140057,0
140058,0
140059,0
140060,0
140061,0
140062,0
140063,0
140064,0
140065,0
140066,0
140067,0
140068,0
140069,0
140070,0
140071,0
140072,0
140073,0
140074,0
140075,0
140076,0
140077,0
140078,0
140079,0
140080,0
140081,0
140082,0
140083,0
140084,0
140085,0
140086,0
140087,0
140088,0
140089,0
140090,0
140091,0
140092,0
140093,0
140094,0
140095,0
140096,0
140097,0
140098,0
140099,0
140100,0
140101,0
140102,0
140103,0
140104,0
140105,0
140106,0
140107,0
140108,0
140109,0
140110,0
140111,0
140112,0
140113,0
140114,0
140115,0
140116,0
140117,0
140118,0
140119,0
140120,0
140121,0
140122,0
140123,0
140124,0
140125,0
140126,0
140127,0
140128,0
140129,0
140130,0
140131,0
140132,0
140133,0
140134,0
140135,0
140136,0
140137,0
140138,0
140139,0
140140,0
140735,1
140736,2
140737,1
140738,1
140739,4
140740,4
140741,4
140742,2
140743,2
140744,2
140745,2
140746,2
140747,2
140748,2
140749,2
140750,2
140751,2
140752,2
140753,0
140754,2
140755,2
140756,2
140757,2
140758,2
140759,2
140760,0
140761,0
140762,0
140763,0
140764,0
140765,0
140766,0
140767,0
140768,0
140769,0
140770,0
140771,4
140772,4
140773,4
140774,4
140775,4
140776,0
140777,0
140778,0
140779,0
140780,0
140781,0
140782,0
140783,0
140784,0
140785,0
140786,0
140787,0
140788,0
140789,0
140790,0
140791,0
140792,0
140793,0
140794,0
140795,0
140796,0
140797,0
140798,0
140799,0
140800,0
140801,0
140802,0
140803,0
140804,0
140805,0
140806,0
140807,0
140808,0
140809,0
140810,0
140811,0
140812,0
140813,0
140814,0
140815,0
140816,0
140817,0
140818,0
140819,0
140820,0
140821,0
140822,0
140823,0
140824,0
140825,0
140826,0
140827,0
140828,0
140829,0
140830,0
140831,0
140832,0
140833,0
140834,0
140835,0
140836,0
140837,0
140838,0
140839,0
140840,0
140841,0
140842,0
140843,0
140844,0
140845,0
140846,0
140847,0
140848,0
140849,0
140850,0
140851,0
140852,0
140853,0
140854,0
140855,0
140856,0
140857,0
140858,0
140859,0
140860,0
141454,1
141455,1
141456,1
141457,1
141458,1
141459,4
141460,4
141466,0
141467,2
141468,2
141469,2
141470,2
141471,2
141472,0
141473,0
141474,2
141475,2
141476,2
141477,2
141478,2
141479,0
141480,0
141481,0
141482,0
141483,0
141484,0
141485,0
141486,0
141487,0
141488,0
141489,0
141490,0
141491,4
141492,4
141493,4
141494,4
141495,4
141496,0
141497,0
141498,0
141499,0
141500,0
141501,0
141502,0
141503,0
141504,0
141505,0
141506,0
141507,0
141508,0
141509,0
141510,0
141511,0
141512,0
141513,0
141514,0
141515,0
141516,0
141517,0
141518,0
141519,0
141520,0
141521,0
141522,0
141523,0
141524,0
141525,0
141526,0
141527,0
141528,0
141529,0
141530,0
141531,0
141532,0
141533,0
141534,0
141535,0
141536,0
141537,0
141538,0
141539,0
141540,0
141541,0
141542,0
141543,0
141544,0
141545,0
141546,0
141547,0
141548,0
141549,0
141550,0
141551,0
141552,0
141553,0
141554,0
141555,0
141556,0
141557,0
141558,0
141559,0
141560,0
141561,0
141562,0
141563,0
141564,0
141565,0
141566,0
141567,0
141568,0
141569,0
141570,0
141571,0
141572,0
141573,0
141574,0
141575,0
141576,0
141577,0
141578,0
141579,0
141580,0
141581,0
142174,1
142175,1
142176,1
142177,4
142178,1
142179,4
142180,4
142186,0
142187,0
142188,0
142189,0
142190,0
142191,0
142192,0
142193,0
142194,0
142195,0
142196,0
142197,0
142198,0
142199,0
142200,0
142201,0
142202,0
142203,0
142204,0
142205,0
142206,0
142207,0
142208,0
142209,0
142210,0
142211,4
142212,4
142213,4
142214,4
142215,4
142216,0
142217,0
142218,0
142219,0
142220,0
142221,0
142222,0
142223,0
142224,0
142225,0
142226,0
142227,0
142228,0
142229,0
142230,0
142231,0
142232,0
142233,0
142234,0
142235,0
142236,0
142237,0
142238,0
142239,0
142240,0
142241,0
142242,0
142243,0
142244,0
142245,0
142246,0
142247,0
142248,0
142249,0
142250,0
142251,0
142252,0
142253,0
142254,0
142255,0
142256,0
142257,0
142258,0
142259,0
142260,0
142261,0
142262,0
142263,0
142264,0
142265,0
142266,0
142267,0
142268,0
142269,0
142270,0
142271,0
142272,0
142273,0
142274,0
142275,0
142276,0
142277,0
142278,0
142279,0
142280,0
142281,0
142282,0
142283,0
142284,0
142285,0
142286,0
142287,0
142288,0
142289,0
142290,0
142291,0
142292,0
142293,0
142294,0
142295,0
142296,0
142297,0
142298,0
142299,0
142300,0
142301,0
142894,1
142895,1
142896,1
142897,1
142898,4
142899,4
142900,0
142906,0
142907,2
142908,2
142909,2
142910,2
142911,2
142912,0
142913,0
142914,0
142915,0
142916,0
142917,0
142918,0
142919,0
142920,0
142921,0
142922,0
142923,0
142924,0
142925,0
142926,0
142927,0
142928,0
142929,0
142930,0
142931,0
142932,0
142933,0
142934,0
142935,0
142936,0
142937,0
142938,1
142939,1
142940,1
142941,1
142942,1
142943,0
142944,0
142945,0
142946,0
142947,0
142948,0
142949,0
142950,0
142951,0
142952,0
142953,0
142954,0
142955,0
142956,0
142957,0
142958,0
142959,0
142960,0
142961,0
142962,0
142963,0
142964,0
142965,0
142966,0
142967,0
142968,0
142969,0
142970,0
142971,0
142972,0
142973,0
142974,0
142975,0
142976,0
142977,0
142978,0
142979,0
142980,0
142981,0
142982,0
142983,0
142984,0
142985,0
142986,0
142987,0
142988,0
142989,0
142990,0
142991,0
142992,0
142993,0
142994,0
142995,0
142996,0
142997,0
142998,0
142999,0
143000,0
143001,0
143002,0
143003,0
143004,0
143005,0
143006,0
143007,0
143008,0
143009,0
143010,0
143011,0
143012,0
143013,0
143014,0
143015,0
143016,0
143017,0
143018,0
143019,0
143020,0
143021,0
143022,0
143613,1
143614,1
143615,1
143616,1
143617,1
143618,4
143619,4
143620,0
143626,2
143627,2
143628,2
143629,2
143630,2
143631,2
143632,0
143633,0
143634,0
143635,0
143636,0
143637,0
143638,0
143639,0
143640,0
143641,0
143642,0
143643,0
143644,0
143645,0
143646,0
143647,0
143648,0
143649,0
143650,0
143651,0
143652,0
143653,0
143654,0
143655,0
143656,0
143657,0
143659,1
143660,1
143661,1
143662,1
143663,0
143664,0
143665,0
143666,0
143667,0
143668,0
143669,0
143670,0
143671,0
143672,0
143673,0
143674,0
143675,0
143676,0
143677,0
143678,0
143679,0
143680,0
143681,0
143682,0
143683,0
143684,0
143685,0
143686,0
143687,0
143688,0
143689,0
143690,0
143691,0
143692,0
143693,0
143694,0
143695,0
143696,0
143697,0
143698,0
143699,0
143700,0
143701,0
143702,0
143703,0
143704,0
143705,0
143706,0
143707,0
143708,0
143709,0
143710,0
143711,0
143712,0
143713,0
143714,0
143715,0
143716,0
143717,0
143718,0
143719,0
143720,0
143721,0
143722,0
143723,0
143724,0
143725,0
143726,0
143727,0
143728,0
143729,0
143730,0
143731,0
143732,0
143733,0
143734,0
143735,0
143736,0
143737,0
143738,0
143739,0
143740,0
143741,0
143742,0
144332,1
144333,1
144334,1
144335,1
144336,1
144337,0
144338,2
144339,2
144340,2
144341,0
144346,2
144347,2
144348,2
144349,2
144350,2
144351,2
144352,0
144353,0
144354,0
144355,0
144356,0
144357,0
144358,2
144359,2
144360,2
144361,2
144362,2
144363,0
144364,0
144365,0
144366,0
144367,0
144368,0
144369,0
144370,0
144371,0
144372,0
144373,0
144374,0
144375,0
